framework,file,model,prompt_id,exec_time,syntax_valid,syntax_error_msg,total_individuals,approx_triples,cls_tp,cls_fp,cls_fn,cls_precision,cls_recall,cls_f1,obj_tp,obj_fp,obj_fn,obj_precision,obj_recall,obj_f1,data_tp,data_fp,data_fn,data_precision,data_recall,data_f1,macro_precision,macro_recall,macro_f1,missing_concepts,missing_obj_props,missing_data_props,hallucinated_classes,duplicate_subjects,undefined_refs,onto_classes_found,extra_classes,used_obj_props,used_data_props
LangGraph,open-code_instances.ttl,chatgpt,P1,47.45,True,,25,128,11,0,2,1.0,0.8462,0.9167,7,0,3,1.0,0.7,0.8235,7,0,0,1.0,1.0,1.0,1.0,0.8487,0.9134,Goal; Team,agentPrompt; hasAgentConfig; hasWorkflowPattern,,,,,Capability; Config; EndStep; HumanAgent; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentToolUsage; containsResource; hasAssociatedTask; hasCapability; hasRelatedPattern; hasToolConfig; hasWorkflowStep; humanParticipatedIn; interactsWith; nextStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,pizza-orderer_instances.ttl,chatgpt,P1,43.74,True,,19,91,11,1,1,0.9167,0.9167,0.9167,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,0.9722,0.8982,0.9306,StartStep,agentPrompt; hasAgentConfig,,Plan,,,Capability; Config; EndStep; Environment; Goal; LLMAgent; LanguageModel; Objective; Prompt; Task; Team; Tool; WorkflowPattern; WorkflowStep,Plan,contributesToGoal; hasAgentCapability; hasAgentMember; hasAssociatedTask; hasCapability; hasWorkflowPattern; hasWorkflowStep; nextStep; operatesIn; performedBy; performedByAgent; producedResource; requiresCapability; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,stockbroker_instances.ttl,chatgpt,P1,36.38,True,,15,60,10,0,2,1.0,0.8333,0.9091,6,0,3,1.0,0.6667,0.8,6,0,2,1.0,0.75,0.8571,1.0,0.75,0.8554,Goal; Team,hasWorkflowPattern; nextStep; taskPrompt,promptInputData; promptOutputIndicator,,,,Capability; Config; EndStep; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasPrompt; hasToolConfig; hasWorkflowStep; humanParticipatedIn; performedBy; performedByAgent; producedResource; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
LangGraph,chat-agent_instances.ttl,chatgpt,P2,50.51,True,,10,48,8,0,3,1.0,0.7273,0.8421,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,1.0,0.835,0.9057,EndStep; Goal; Team,hasAgentConfig; hasWorkflowPattern,,,,,Capability; Config; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,email-agent_instances.ttl,chatgpt,P2,69.68,True,,22,132,11,0,2,1.0,0.8462,0.9167,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9154,0.9547,HumanAgent; Team,humanParticipatedIn,,,,,Capability; Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentGoal; hasAssociatedTask; hasCapability; hasSubPattern; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,open-code_instances.ttl,chatgpt,P2,71.16,True,,22,114,11,0,2,1.0,0.8462,0.9167,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9154,0.9547,Goal; LanguageModel,useLanguageModel,,,,,Capability; Config; EndStep; HumanAgent; LLMAgent; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,pizza-orderer_instances.ttl,chatgpt,P2,66.97,True,,19,111,12,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,1.0,0.9583,0.9778,,,promptInputData,,,,Capability; Config; EndStep; Goal; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,stockbroker_instances.ttl,chatgpt,P2,76.0,True,,33,170,12,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; hasAgentCapability; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasObjective; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,chat-agent_instances.ttl,chatgpt,P3,69.16,True,,11,60,8,0,3,1.0,0.7273,0.8421,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,1.0,0.8304,0.9055,EndStep; Goal; WorkflowStep,nextStep,promptOutputIndicator,,,,Config; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; stepOrder
LangGraph,email-agent_instances.ttl,chatgpt,P3,101.19,True,,19,101,11,0,2,1.0,0.8462,0.9167,8,0,2,1.0,0.8,0.8889,5,0,2,1.0,0.7143,0.8333,1.0,0.7868,0.8796,Goal; Team,agentPrompt; hasWorkflowPattern,agentRole; promptOutputIndicator,,,,Capability; Config; EndStep; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Tool; WorkflowPattern; WorkflowStep,,agentToolUsage; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowStep; humanParticipatedIn; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; configKey; configValue; promptInstruction; stepOrder
LangGraph,open-code_instances.ttl,chatgpt,P3,77.84,True,,21,109,12,0,1,1.0,0.9231,0.96,7,0,3,1.0,0.7,0.8235,7,0,0,1.0,1.0,1.0,1.0,0.8744,0.9278,Goal,hasAgentConfig; humanParticipatedIn; taskPrompt,,,,,Config; EndStep; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentMember; hasAssociatedTask; hasPrompt; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedBy; performedByAgent; producedResource; requiresResource; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,pizza-orderer_instances.ttl,chatgpt,P3,108.35,True,,21,122,11,0,1,1.0,0.9167,0.9565,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,1.0,0.8982,0.9438,WorkflowStep,agentPrompt; nextStep,,,,,Config; EndStep; Environment; Goal; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern,,agentToolUsage; containsResource; contributesToGoal; contributesToObjective; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasGoal; hasObjective; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; operatesIn; performedByAgent; producedResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; envType; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,stockbroker_instances.ttl,chatgpt,P3,81.16,True,,35,177,12,0,0,1.0,1.0,1.0,6,0,3,1.0,0.6667,0.8,8,0,0,1.0,1.0,1.0,1.0,0.8889,0.9333,,agentPrompt; hasAgentConfig; nextStep,,,,,Capability; Config; EndStep; Environment; Goal; HumanAgent; LLMAgent; LanguageModel; Memory; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentResourceUsage; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentCapability; hasAgentMember; hasAssociatedTask; hasCapability; hasKnowledge; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; operatesIn; performedBy; performedByAgent; producedResource; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,chat-agent_instances.ttl,chatgpt,P4,49.61,True,,11,51,10,0,1,1.0,0.9091,0.9524,8,0,1,1.0,0.8889,0.9412,7,0,1,1.0,0.875,0.9333,1.0,0.891,0.9423,Goal,hasAgentConfig,promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; stepOrder
LangGraph,email-agent_instances.ttl,chatgpt,P4,72.74,True,,35,164,13,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9524,0.9744,,,promptOutputIndicator,,,,Capability; Config; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Memory; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentResourceUsage; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasKnowledge; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; nextStep; performedBy; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
LangGraph,open-code_instances.ttl,chatgpt,P4,64.27,True,,27,139,13,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Capability; Config; EndStep; Goal; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,pizza-orderer_instances.ttl,chatgpt,P4,111.85,True,,20,110,12,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,stockbroker_instances.ttl,chatgpt,P4,59.45,True,,27,150,12,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,1.0,0.9583,0.9778,,,agentRole,,TradingAgent_Config; BuyStockTool_Config,,Capability; Config; EndStep; Goal; HumanAgent; Instance; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; containsResource; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasGoal; hasPrompt; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; nextStep; performedBy; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,supervisor_instances.ttl,chatgpt,P4,55.48,True,,54,201,10,0,2,1.0,0.8333,0.9091,8,0,1,1.0,0.8889,0.9412,6,0,1,1.0,0.8571,0.9231,1.0,0.8598,0.9245,Goal; LanguageModel,useLanguageModel,promptOutputIndicator,,,,Capability; Config; EndStep; LLMAgent; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
LangGraph,trip-planner_instances.ttl,chatgpt,P4,52.75,True,,32,148,12,0,0,1.0,1.0,1.0,8,0,1,1.0,0.8889,0.9412,6,0,1,1.0,0.8571,0.9231,1.0,0.9153,0.9548,,hasAgentConfig,promptOutputIndicator,,,,Capability; Config; EndStep; Goal; HumanAgent; KnowledgeBase; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasKnowledge; hasRelatedPattern; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedBy; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
LangGraph,writer-agent_instances.ttl,chatgpt,P4,42.0,True,,23,97,12,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9524,0.9744,,,promptOutputIndicator,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Objective; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasSystemConfig; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; stepOrder
LangGraph,chat-agent_instances.ttl,chatgpt,P5,29.84,True,,9,31,8,0,3,1.0,0.7273,0.8421,7,0,2,1.0,0.7778,0.875,5,0,3,1.0,0.625,0.7692,1.0,0.71,0.8288,Config; Goal; WorkflowStep,hasAgentConfig; nextStep,configKey; configValue; promptContext,,,,EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern,,agentPrompt; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,email-agent_instances.ttl,chatgpt,P5,54.24,True,,23,97,11,0,2,1.0,0.8462,0.9167,9,0,1,1.0,0.9,0.9474,7,0,0,1.0,1.0,1.0,1.0,0.9154,0.9547,Goal; HumanAgent,humanParticipatedIn,,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,open-code_instances.ttl,chatgpt,P5,52.13,True,,24,102,12,0,1,1.0,0.9231,0.96,10,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9267,0.961,Goal,,promptOutputIndicator,,,,Capability; Config; EndStep; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasSystemConfig; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; interactsWith; nextStep; performedBy; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
LangGraph,pizza-orderer_instances.ttl,chatgpt,P5,37.73,False,"at line 101 of <>:
Bad syntax (expected '.' or '}' or ']' at end of statement) at ^ in:
""...b'resource (e.g., tool response) .\n\n:Task_orderPizza rdf:type '^b':Task ;\n    dcterms:title ""Task_orderPi",14,66,10,0,2,1.0,0.8333,0.9091,9,0,0,1.0,1.0,1.0,6,0,2,1.0,0.75,0.8571,1.0,0.8611,0.9221,Goal; Tool,,promptInputData; promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
LangGraph,stockbroker_instances.ttl,chatgpt,P5,47.52,True,,13,61,11,0,1,1.0,0.9167,0.9565,8,0,1,1.0,0.8889,0.9412,5,0,3,1.0,0.625,0.7692,1.0,0.8102,0.889,Config,hasAgentConfig,configKey; configValue; promptInputData,,,,Capability; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentCapability; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasCapability; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,supervisor_instances.ttl,chatgpt,P5,60.79,True,,55,231,10,0,2,1.0,0.8333,0.9091,8,0,1,1.0,0.8889,0.9412,5,0,2,1.0,0.7143,0.8333,1.0,0.8122,0.8945,Config; Goal,hasAgentConfig,configKey; configValue,,,,Capability; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasCapability; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,trip-planner_instances.ttl,chatgpt,P5,29.72,True,,22,91,11,0,1,1.0,0.9167,0.9565,8,0,1,1.0,0.8889,0.9412,7,0,0,1.0,1.0,1.0,1.0,0.9352,0.9659,Goal,hasAgentConfig,,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentMember; hasAssociatedTask; hasCapability; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
LangGraph,writer-agent_instances.ttl,chatgpt,P5,31.69,True,,19,66,11,0,1,1.0,0.9167,0.9565,9,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9246,0.9599,Goal,,promptOutputIndicator,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasWorkflowPattern; hasWorkflowStep; nextStep; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; stepOrder
AutoGen,L1_Multi-Agent_Conversation_and_Stand-up_Comedy_instances.ttl,chatgpt,P0,79.77,True,,43,243,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,7,0,0,1.0,1.0,1.0,1.0,0.9259,0.9583,Goal; Tool,,,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentCapability; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasConfig; hasPrompt; hasSubPattern; hasWorkflowPattern; hasWorkflowStep; interactsWith; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L2_Sequential_Chats_and_Customer_Onboarding_instances.ttl,chatgpt,P0,81.61,True,,41,254,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.8783,0.9327,Goal; Tool,,promptContext,,,,Config; HumanAgent; LLMAgent; LanguageModel; Prompt; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasConfig; hasSystemConfig; hasWorkflowPattern; hasWorkflowStep; humanParticipatedIn; interactsWith; nextStep; performedByAgent; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L3_Reflection_and_Blogpost_Writing_instances.ttl,chatgpt,P0,80.6,True,,48,239,8,0,1,1.0,0.8889,0.9412,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.9153,0.9548,Tool,,promptOutputIndicator,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAgentGoal; hasAgentMember; hasAssociatedTask; hasConfig; hasPrompt; hasTeamGoal; hasWorkflowPattern; hasWorkflowStep; interactsWith; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L4_Tool_Use_and_Conversational_Chess_instances.ttl,chatgpt,P0,82.49,True,,35,184,9,0,0,1.0,1.0,1.0,7,0,1,1.0,0.875,0.9333,8,0,0,1.0,1.0,1.0,1.0,0.9583,0.9778,,performedByAgent,,,,,Capability; Config; Constraint; EndStep; Goal; LLMAgent; LanguageModel; Prompt; StartStep; Task; Team; Tool; WorkflowPattern; WorkflowStep,,agentPrompt; agentToolUsage; contributesToObjective; hasAgentConfig; hasAgentMember; hasAssociatedTask; hasCapability; hasRelatedPattern; hasTeamGoal; hasToolConfig; hasWorkflowPattern; hasWorkflowStep; interactsWith; performedBy; producedResource; requiresResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L5_Coding_and_Financial_Analysis_instances.ttl,chatgpt,P0,72.06,True,,28,156,8,0,1,1.0,0.8889,0.9412,6,0,2,1.0,0.75,0.8571,7,0,0,1.0,1.0,1.0,1.0,0.8796,0.9328,WorkflowStep,hasWorkflowPattern; interactsWith,,,,,Config; EndStep; Goal; LLMAgent; LanguageModel; Memory; Objective; Prompt; StartStep; Task; Tool; WorkflowPattern,,agentPrompt; agentToolUsage; contributesToGoal; contributesToObjective; hasAgentConfig; hasAgentGoal; hasAssociatedTask; hasRelatedPattern; hasToolConfig; hasWorkflowStep; performedBy; performedByAgent; producedResource; requiresResource; resourceUsage; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L1_Multi-Agent_Conversation_and_Stand-up_Comedy_instances.ttl,chatgpt,P1,53.04,True,,27,107,7,0,2,1.0,0.7778,0.875,6,0,2,1.0,0.75,0.8571,6,0,1,1.0,0.8571,0.9231,1.0,0.795,0.8851,Goal; Tool,agentPrompt; hasWorkflowPattern,promptOutputIndicator,,,,Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; WorkflowPattern; WorkflowStep,,hasAgentConfig; hasAssociatedTask; hasPrompt; hasWorkflowStep; interactsWith; performedByAgent; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInstruction; stepOrder
AutoGen,L2_Sequential_Chats_and_Customer_Onboarding_instances.ttl,chatgpt,P1,42.15,True,,26,113,7,0,2,1.0,0.7778,0.875,7,0,1,1.0,0.875,0.9333,5,0,2,1.0,0.7143,0.8333,1.0,0.789,0.8805,Goal; Tool,hasWorkflowPattern,agentID; agentRole,,,,Config; EndStep; HumanAgent; LLMAgent; LanguageModel; Prompt; StartStep; Task; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentConfig; hasAssociatedTask; hasConfig; hasRelatedPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; taskPrompt; useLanguageModel,configKey; configValue; promptContext; promptInstruction; promptOutputIndicator; stepOrder
AutoGen,L3_Reflection_and_Blogpost_Writing_instances.ttl,chatgpt,P1,39.84,True,,34,163,7,0,2,1.0,0.7778,0.875,8,0,0,1.0,1.0,1.0,6,0,1,1.0,0.8571,0.9231,1.0,0.8783,0.9327,Goal; Tool,,promptOutputIndicator,,,,Capability; Config; EndStep; LLMAgent; LanguageModel; Prompt; StartStep; Task; WorkflowPattern; WorkflowStep,,agentPrompt; hasAgentCapability; hasAgentConfig; hasAssociatedTask; hasWorkflowPattern; hasWorkflowStep; interactsWith; nextStep; performedByAgent; producedResource; taskPrompt; useLanguageModel,agentID; agentRole; configKey; configValue; promptContext; promptInputData; promptInstruction; stepOrder
